"","Flow","WQFileNbr","Legal_Name","Common_Name","Location","Fac_City","Fac_Zip_Code","County","Region.x","Latitude","Longitude","SIC_Code","Facility_Type","Permit_Type","Permit_Description","EPA_Class","Category","Contact_Desc","Organization","Contact_FName","Contact_LName","Contact_Address","City","State","Zip","Phone_Nbr","municipality","5000_gal_bill","total_sewer_lines_mi","year_of_construction","year_of_renovation","total_ww_treated","level_of_treatment","Population","QCODE","Region.y","level_of_treatment_other","pop_2018","pop_2010","pop_2000","pop_1990","pop_1980","acres","HUC8","septic/rv","done","treatmentClass","collectionClass","basin","subbasin","stream","permYr","EPAref","type1","type2","recycledReuse","emergencyOverflow","recycledBiosolids","yearRoundDischarge","BOD5 monthly average lbs/day","BOD5 max lbs/day","TSS monthly average lbs/day","TSS max lbs/day","dryDesignFlowMGD","massLoadFlowMGD","note1","note2","upgrade1","upgrade1_cost","upgrade1_year","upgrade2","upgrade2_cost","upgrade2_year","upgrade3","upgrade3_cost","upgrade3_year","cap_cost","om_cost"
"70","< 1MGD",100058,"HEBO JOINT WATER & SANITARY AUTHORITY","HEBO JWSA","OFF HWY 101 ON N. BANK OF THREE RIVERS","HEBO","97112","TILLAMOOK","NWR",45.2308,-123.8627,4952,"SEWERAGE SYSTEMS","NPDES-DOM-Da","Sewage - less than 1 MGD","MINOR","DOM","Facility Contact","Hebo Joint Water & Sanitary Authority","Vern","Ressler","PO Box 328","Hebo","OR","97122-0328","503-457-8473","yes","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"?","y",2,"1","Northern Oregon Coastal","Wilson/Trask/Nestucca","Three Rivers",2011,"OR0031461","STEP system","recirculating fabric filter",0,0,0,"yes",2.1,4.2,"2.1","4.2",0.025,0.025,"unincorp. Community & census designated place",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","< 1MGD",38076,"HEPPNER, CITY OF","HEPPNER STP","710 NW RIVERSIDE AVE.","HEPPNER","97836","MORROW","ER",45.3649,-119.5636,4952,"SEWERAGE SYSTEMS","NPDES-DOM-Da","Sewage - less than 1 MGD","MINOR","DOM","Facility Contact","City of Heppner","Chad","Doherty","PO Box 756","Heppner","OR","97836-0756","541-676-5181","yes","33.82","","1952","1994","0.155","Primary,Secondary,Advanced Treatment/ Tertiary",1295,3,11,NA,"1,295","1,291","1,395","1,412","1,498",786.257650885,NA,"no","y",2,"2","Umatilla","Willow","Willow Creek",2016,"OR0020770","trickling filter - low rate","na",1,1,1,"yes",63,125,"63","125",0.25,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","< 1MGD",40494,"HUBBARD, CITY OF","HUBBARD STP","3607 SUNSET DRIVE","HUBBARD","97032","MARION","WR",45.1872,-122.8117,4952,"SEWERAGE SYSTEMS","NPDES-DOM-Da","Sewage - less than 1 MGD","MINOR","DOM","Facility Contact","City of Hubbard","Mike","Krebs","PO Box 380","Hubbard","OR","97032-0380","(503) 982-9429","yes","","","","","","",NA,NA,NA,NA,"3,305","3,173","2,483","1,881","1,640",452.341128128,NA,"no","y",3,"2","Willamette","Molalla/Pudding","Mill Creek",2005,"OR0020591","activated sludge","na",0,0,0,"yes",85,170,"85","170",0.34,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","< 1MGD",43129,"JEFFERSON, CITY OF","JEFFERSON STP","700 N. Second Street","JEFFERSON","97352","MARION","WR",44.724,-123.0102,4952,"SEWERAGE SYSTEMS","NPDES-DOM-Da","Sewage - less than 1 MGD","MINOR","DOM","Facility Contact","City Of Jefferson","Jeff","Buskirk","PO Box 83","Jefferson","OR","97352-0083","(541) 327-1135","yes","44.49","","","","","",3245,4,3,NA,"3,245","3,098","2,487","1,805","1,702",511.747302367,NA,"no","y",2,"2","Willamette","North Santiam","Santiam River",2011,"OR0020451","activated sludge","sequencing batch reactor",0,0,0,"yes",100,200,"100","200",0.46,0.4,"mass load based on design flow before upgrade",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","< 1MGD",48279,"LAFAYETTE, CITY OF","LAFAYETTE  STP","260 S MADISON","LAFAYETTE","97127","YAMHILL","WR",45.2432,-123.1121,4952,"SEWERAGE SYSTEMS","NPDES-DOM-Da","Sewage - less than 1 MGD","MINOR","DOM","Facility Contact","City Of Lafayette","Ron L","Payne","PO Box 55","Lafayette","OR","97127-0055","(503) 864-3464","yes","55.64","12.3","2006_2005","2006_2005","174.66 MG_172","Primary, Secondary, Tertiary, Phosphorous Removal_____Secondary",4105,4,3,NA,"4,105","3,742","2,586","1,292","1,215",558.914031451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","< 1MGD",48568,"LAKESIDE, CITY OF","LAKESIDE STP","105 PARK AVENUE","LAKESIDE","97449","COOS","WR",43.5717,-124.1809,4952,"SEWERAGE SYSTEMS","NPDES-DOM-Da","Sewage - less than 1 MGD","MINOR","DOM","Facility Contact","City Of Lakeside","Gary","Higgins","PO Box L","Lakeside","OR","97449-0809","(541) 759-4414","yes","","","","","","",NA,NA,NA,NA,"1,735","1,699","1,421","1,437","1,453",1432.44330228,NA,"no","y",3,"2","Southern Oregon Coastal","Coos","Tenmile Creek",2005,"OR0029998","activated sludge","na",2,1,0,"no",42,84,"42","84",0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","< 1MGD",96110,"LAKEWOOD HOMEOWNERS, INC.","LAKEWOOD UTILITIES, LTD","13269 DAIQUIRI LAKE DR","AURORA","97002","MARION","WR",45.2037,-122.7888,4952,"SEWERAGE SYSTEMS","NPDES-DOM-Da","Sewage - less than 1 MGD","MINOR","DOM","Facility Contact","Lakewood Utilities, Ltd.","Nathan P","Dryden","500 N Grant St","Newberg","OR","97132-2303","503-956-7903","yes","21.3","80.34","1987","2015","1412.91","Primary, Secondary, Tertiary, Pall Membrane system operates in the summer months",23795,5,3,NA,"23,795","22,068","18,064","13,086","10,394",3742.70462884,NA,"?","maybe septic?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","< 1MGD",51180,"LONG CREEK, CITY OF","LONG CREEK STP","350 W. HARDISTY","LONG CREEK","97856","GRANT","ER",44.7554,-119.097,4952,"SEWERAGE SYSTEMS","NPDES-DOM-Da","Sewage - less than 1 MGD","MINOR","DOM","Facility Contact","City of Long Creek","Marsie","Watson","PO Box 489","Long Creek","OR","97856-0489","541-421-3601","yes","","","","","","",195,1,12,NA,"195","197","228","249","252",646.053200581,NA,"no","remove?",1,"1","John Day","Middle Fork John Day","Long Creek",2011,"OR0034070","lagoons","na",1,0,0,"no",8,6,"21","42",0.03,0.03,"no discharges allowed unless preapproved",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","< 1MGD",51447,"LOWELL, CITY OF","LOWELL STP","240 S MOSS STREET","LOWELL","97452","LANE","WR",43.9152,-122.7827,4952,"SEWERAGE SYSTEMS","NPDES-DOM-Da","Sewage - less than 1 MGD","MINOR","DOM","Facility Contact","City Of Lowell","Max","Baker","PO Box 490","Lowell","OR","97452-0490","(541) 937-2157","yes","56.81","4.6","1950","2008","60.2","Primary, Secondary, Tertiary",NA,NA,NA,NA,"1,195","1,060","880","785","661",727.38817028,NA,"no","y",3,"2","Willamette","Middle Fork Willamette","Middle Fork Willamette River",2010,"OR0020044","activated sludge","na",0,1,0,"yes",58,120,"58","120",0.15,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","< 1MGD",52830,"MAPLETON COMMERCIAL AREA OWNERS ASSOCIATION, INC.","MAPLETON STP","10758 HWY 126","MAPLETON","97453","LANE","WR",44.027,-123.8553,4952,"SEWERAGE SYSTEMS","NPDES-DOM-Da","Sewage - less than 1 MGD","MINOR","DOM","Facility Contact","Mapleton Commercial Area Owners Assn.",NA,NA,"87960 Riverview Ave","Mapleton","OR","97453-9609","(541) 999-7625","yes","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"?","maybe septic?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","< 1MGD",53633,"MAUPIN, CITY OF","MAUPIN STP","NORTH SECOND STREET","MAUPIN","97037","WASCO","ER",45.0742,-121.2282,4952,"SEWERAGE SYSTEMS","NPDES-DOM-Da","Sewage - less than 1 MGD","MINOR","DOM","Facility Contact","City Of Maupin","NICK","SMITH","PO Box 308","Maupin","OR","97037-0308","541-395-2237","yes","43","","","","","",NA,NA,NA,NA,"430","418","411","456","495",923.079555175,NA,"no","y",2,"1","Deschutes","Lower Deschutes","Deschutes",2016,"OR0022608","activated sludge","na",0,0,1,"yes",25,50,"25","50",0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","< 1MGD",58650,"MOSIER, CITY OF","MOSIER STP","1505 Rock Creek Rd.","MOSIER","97040","WASCO","ER",45.66,-121.32,4952,"SEWERAGE SYSTEMS","NPDES-DOM-Da","Sewage - less than 1 MGD","MINOR","DOM","Facility Contact","City of Mosier","Richard","Wolf","PO Box 1022","The Dalles","OR","97058-9022","541-298-1779","yes","46.32","98.8","1937","2017","803.52","Primary, Secondary",NA,NA,NA,NA,"14,735","13,620","12,156","11,021","10,820",4441.47263658,NA,"no","y",2,"1","Hood","Middle Columbia/Hood","Columbia River",2013,"OR0028045","activated sludge","extended aeration",0,0,1,"yes",21,42,"21","42",0.085,0.085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","< 1MGD",58707,"MT. ANGEL, CITY OF","MT. ANGEL STP","12364 MT ANGEL GERVAIS HWY","MT ANGEL","97362","MARION","WR",45.074,-122.8208,4952,"SEWERAGE SYSTEMS","NPDES-DOM-Da","Sewage - less than 1 MGD","MINOR","DOM","Facility Contact","City of Mt Angel","John","Korecki","PO Box 960","Mount Angel","OR","97362-0960","(503) 845-6260","yes","","","","","","",NA,NA,NA,NA,"3,415","3,286","3,121","2,778","2,876",NA,NA,"no","y",2,"2","Willamette","Molalla/Pudding","Pudding River",2005,"OR0028762","lagoons","na",0,0,0,"no",300,600,"300","600",0.56,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","< 1MGD",59742,"MYRTLE POINT, CITY OF","MYRTLE POINT STP","220 RIVER RD","MYRTLE POINT","97458","COOS","WR",43.0669,-124.1474,4952,"SEWERAGE SYSTEMS","NPDES-DOM-Da","Sewage - less than 1 MGD","MINOR","DOM","Facility Contact","City of Myrtle Point","Darin","Nicholson","424 5th St","Myrtle Point","OR","97458-1114","(541) 572-2626","yes","66.7","13","2016","2016","","Primary, Secondary, Nitrogen Removal, Phosphorous Removal",2535,3,6,NA,"2,535","2,514","2,451","2,712","2,859",1020.44381056,NA,"no","y",2,"2","Southern Oregon Coastal","Coquille","South Fork Coquille River",2010,"OR0020435","trickling filter","na",0,0,0,"yes",146,292,"175","350",0.37,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","< 1MGD",60420,"NETARTS-OCEANSIDE SANITARY DISTRICT","NETARTS-OCEANSIDE STP","1755 Cape Meares Loop","Tillamook","97141","TILLAMOOK","NWR",45.4613,-123.9646,4952,"SEWERAGE SYSTEMS","NPDES-DOM-Da","Sewage - less than 1 MGD","MINOR","DOM","Facility Contact","Netarts-Oceanside Sanitary District","Daniel","Mello","1755 Cape Meares Loop","Tillamook","OR","97141-8360","(503) 842-8231","yes","","","","","","",NA,NA,NA,NA,"4,920","4,935","4,352","4,001","3,991",1188.73660079,NA,"?","y",2,"2","Northern Oregon Coastal","Wilson/Trask/Nestucca","Pacific Ocean",2012,"OR0029882","activated sludge","na",0,1,0,"yes",100,200,"100","200",0.4,0.4,"original outfall point used for emergencies and repairs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","< 1MGD",62855,"OAKLAND, CITY OF","OAKLAND STP","1/2 MI SW OF CITY CNTR,W SIDE OF STEARNS","OAKLAND","97462","DOUGLAS","WR",43.4189,-123.3064,4952,"SEWERAGE SYSTEMS","NPDES-DOM-Da","Sewage - less than 1 MGD","MINOR","DOM","Facility Contact","City Of Oakland","John","Korecki","637 Locust St","Oakland","OR","97462-9836","541-580-7492","yes","66.39","17_17","2002_2002","2002","100_100","Primary_____Primary",955,2,7,NA,"955","927","954","844","886",472.123169103,NA,"no","y",2,"2","Umpqua","Umpqua","Calapooia Creek",2006,"OR0020494","activated sludge","extended aeration",1,0,0,"no",58,120,"58","120",0.148,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","< 1MGD",62886,"OAKRIDGE, CITY OF","OAKRIDGE STP","47299 LADUKE ROAD","OAKRIDGE","97463","LANE","WR",43.7416,-122.4916,4952,"SEWERAGE SYSTEMS","NPDES-DOM-Da","Sewage - less than 1 MGD","MINOR","DOM","Facility Contact","City Of Oakridge","Clint","Whitney","PO Box 1410","Oakridge","OR","97463-1410","541-782-3636","yes","35.17","","","","","",3280,4,4,NA,"3,280","3,205","3,172","3,063","3,680",1332.58884842,NA,"no","y",3,"2","Willamette","Middle Fork Willamette","Middle Fork Willamette River",2007,"OR0022314","activated sludge","sequencing batch reactor",0,0,0,"yes",200,400,"200","400",0.47,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","< 1MGD",63062,"ODELL SANITARY DISTRICT","ODELL STP","3700 DETHMAN RIDGE RD.","ODELL","97044","HOOD RIVER","ER",45.6422,-121.5436,4952,"SEWERAGE SYSTEMS","NPDES-DOM-Da","Sewage - less than 1 MGD","MINOR","DOM","Facility Contact","Odell Sanitary District","Chuck","Rapelje","3700 Dethman Ridge Rd","Hood River","OR","97031-9571","541-354-1138","yes","55_60.72","55","1974","2000","15 mgd","Primary, Secondary",7990,4,8,NA,"7,990","7,167","5,831","4,632","4,329",2171.87966019,NA,"?","y",2,"2","Middle Columbia","Hood River","Odell Creek",2004,"OR0022471","activated sludge","na",0,0,0,"yes",125,250,"125","250",0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","< 1MGD",66100,"PACIFIC CITY JOINT WATER-SANITARY AUTHORITY","PACIFIC CITY JWSA","34005 CAPE KIWANDA DR","PACIFIC CITY","97135","TILLAMOOK","NWR",45.2103,-123.9653,4952,"SEWERAGE SYSTEMS","NPDES-DOM-Da","Sewage - less than 1 MGD","MINOR","DOM","Facility Contact","Pacific City Jt Water-Sanitary Authority","Kirk","Medina","PO Box 520","Pacific City","OR","97135-0520","(503) 965-6636","yes","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"?","y",3,"2","Northern Oregon Coastal","Wilson/Trask/Nestucca","Nestucca River",2006,"OR0030066","activated sludge","na",0,0,0,"yes",30,60,"30","60",0.36,0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","< 1MGD",67545,"PARKDALE SANITARY DISTRICT","PARKDALE STP","7200 DEE HIGHWAY","PARKDALE","97041","HOOD RIVER","ER",45.5239,-121.5989,4952,"SEWERAGE SYSTEMS","NPDES-DOM-Da","Sewage - less than 1 MGD","MINOR","DOM","Facility Contact","Parkdale Sanitary District","Patricio","Ramos","PO Box 194","Mount Hood Parkdale","OR","97041-0194","541-399-3721","yes","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"?","y",2,"1","Middle Columbia","Hood River","Trout Creek",2018,"OR0026018","activated sludge","na",0,0,0,"yes",13,26,"13","26",0.08,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","< 1MGD",70620,"PORT ORFORD, CITY OF","PORT ORFORD STP","913 - 12TH STREET","PORT ORFORD","97465","CURRY","WR",42.7475,-124.5048,4952,"SEWERAGE SYSTEMS","NPDES-DOM-Da","Sewage - less than 1 MGD","MINOR","DOM","Facility Contact","City of Port Orford","Rick","Rogerson","PO Box 310","Port Orford","OR","97465-0310","(541) 253-8003","yes","","","","","","",NA,NA,NA,NA,"1,145","1,133","1,153","1,025","1,061",1029.96424303,NA,"no","y",2,"2","Southern Oregon Coastal","Sixes","Pacific Ocean",2010,"OR0020516","activated sludge","extended aeration",0,0,0,"yes",76,260,"76","260",0.132,0.698,"mass load based on average wet weather flow",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","< 1MGD",71832,"POWERS, CITY OF","POWERS STP","285 E CEDAR ST","POWERS","97466","COOS","WR",42.8876,-124.0732,4952,"SEWERAGE SYSTEMS","NPDES-DOM-Da","Sewage - less than 1 MGD","MINOR","DOM","Facility Contact","City Of Powers","Gary","Johnson","PO Box 250","Powers","OR","97466-0250","(541) 439-3331","yes","","","","","","",NA,NA,NA,NA,"695","689","734","682","819",418.816631136,NA,"no","y",2,"1","Southern Oregon Coastal","Coquille","South Fork Coquille River",2011,"OR0026930","trickling filter - high rate","na",0,0,0,"yes",75,150,"75","150",0.3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","< 1MGD",90480,"RAINBOW ROCK SERVICE ASSOCIATION, INC.","RAINBOW ROCK STP","17744 HWY 101 NORTH","BROOKINGS","97415","CURRY","WR",42.0875,-124.3341,4952,"SEWERAGE SYSTEMS","NPDES-DOM-Da","Sewage - less than 1 MGD","MINOR","DOM","Facility Contact","Rainbow Rock Service Association, Inc.","Don","Bryant","17744 Highway 101 N Apt 100","Brookings","OR","97415-7142","(541) 469-6113","yes","61.86","","","","","",6630,4,6,NA,"6,630","6,336","5,447","4,400","3,384",2684.57124097,NA,"?","y",1,"na","Southern Oregon Coastal","Chetco","Pacific Ocean",2013,"OR0030945","activated sludge","na",0,0,0,"yes",7.5,15,"7.5","15",0.03,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","< 1MGD",73412,"RAINIER, CITY OF","RAINIER STP","106 W. 6TH","RAINIER","97048","COLUMBIA","NWR",46.0913,-122.9433,4952,"SEWERAGE SYSTEMS","NPDES-DOM-Da","Sewage - less than 1 MGD","MINOR","DOM","Facility Contact","City Of Rainier","Sue","Lawrence","PO Box 100","Rainier","OR","97048-0100","503-457-8473","yes","","","","","","",NA,NA,NA,NA,"1,925","1,895","1,687","1,674","1,655",3245.28964108,NA,"no","y",3,"2","Lower Columbia","Lower Columbia/Clatskanie","Columbia River",2012,"OR0020389","activated sludge","na",0,1,0,"yes",130,250,"130","250",0.99,1.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","< 1MGD",74319,"REEDSPORT, CITY OF","REEDSPORT STP","183 W RAILROAD","REEDSPORT","97467","DOUGLAS","WR",43.7054,-124.0967,4952,"SEWERAGE SYSTEMS","NPDES-DOM-Da","Sewage - less than 1 MGD","MINOR","DOM","Facility Contact","City of Reedsport","Charles","Hurlocker","451 Winchester Ave","Reedsport","OR","97467-1521","(541) 271-4313","yes","","","","","","",NA,NA,NA,NA,"4,175","4,154","4,378","4,796","4,984",1432.19519593,NA,"no","remove?",3,"3","Umpqua","Umpqua","Umpqua River",2008,"OR0020826","activated sludge","na",0,0,0,"yes",320,640,"320","640",1.9,1.9,"over 1MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","< 1MGD",75227,"RIDDLE, CITY OF","RIDDLE STP","127 PARKSIDE STREET","RIDDLE","97469","DOUGLAS","WR",42.9508,-123.3567,4952,"SEWERAGE SYSTEMS","NPDES-DOM-Da","Sewage - less than 1 MGD","MINOR","DOM","Facility Contact","City of Riddle","Eric R","Quinn","PO Box 143","Riddle","OR","97469-0143","541-874-2905","yes","","","","","","",1190,2,7,NA,"1,190","1,185","1,014","1,143","1,265",393.868532797,NA,"no","y",3,"2","Umpqua","South Umpqua","Cow Creek",2005,"OR0020630","activated sludge","na",0,1,0,"yes",62,120,"62","120",0.247,0.247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","< 1MGD",75825,"ROCKAWAY BEACH, CITY OF","ROCKAWAY BEACH STP","410 S 3RD STREET","ROCKAWAY BEACH","97136","TILLAMOOK","NWR",45.6094,-123.9417,4952,"SEWERAGE SYSTEMS","NPDES-DOM-Da","Sewage - less than 1 MGD","MINOR","DOM","Facility Contact","City of Rockaway Beach","Luke","Shepard","PO Box 5","Rockaway Bch","OR","97136-0005","503-355-2982","yes","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","y",3,"2","Northern Oregon Coastal","Wilson/Trask/Nestucca","Pacific Ocean",2017,"OR0023302","activated sludge","trickling filter",0,0,1,"yes",160,330,"160","330",0.5,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","< 1MGD",76030,"ROGUE RIVER, CITY OF","ROGUE RIVER STP","FOOTHILL BOULEVARD","ROGUE RIVER","97537","JACKSON","WR",42.4313,-123.1863,4952,"SEWERAGE SYSTEMS","NPDES-DOM-Da","Sewage - less than 1 MGD","MINOR","DOM","Facility Contact","City Of Rogue River","Doug","Arantt","PO Box 1137","Rogue River","OR","97537-1137","(541)582-1288","yes","33.35","10.29","1974","1977","","Primary, Secondary, Tertiary, Nitrogen Removal, Phosphorous Removal",2245,3,7,NA,"2,245","2,131","1,851","1,759","1,308",611.177916606,NA,"no","y",3,"2","Rogue","Middle Rogue","Rogue River",2002,"OR0023043","activated sludge","sequencing batch reactor",0,0,1,"yes",110,210,"110","210",0.43,0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","< 1MGD",78405,"SALISHAN SANITARY DISTRICT","SALISHAN STP","ADJACENT TO HWY 101","GLENEDEN BEACH","97388","LINCOLN","WR",44.8936,-124.0251,4952,"SEWERAGE SYSTEMS","NPDES-DOM-Da","Sewage - less than 1 MGD","MINOR","DOM","Facility Contact","Salishan Sanitary District","Dan","Mathews","PO Box 219","Gleneden Beach","OR","97388-0219","541-764-2208","yes","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"?","y",2,"2","Northern Oregon Coastal","Siletz/Yaquina","Siletz Bay via Sijota Creek",2003,"OR0027201","activated sludge","na",0,0,0,"yes",33,66,"33","66",0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","< 1MGD",78615,"SANDY, CITY OF","SANDY WWTP","33400 SE JARL RD","BORING","97009","CLACKAMAS","NWR",45.4057,-122.3213,4952,"SEWERAGE SYSTEMS","NPDES-DOM-Da","Sewage - less than 1 MGD","MINOR","DOM","Facility Contact",NA,"Guy","Crawford","33400 SE Jarl Rd","Boring","OR","97009-9578","503-668-3251","yes","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","remove?",3,"2","Willamette","Lower Willamette","Tickle Creek",2010,"OR0026573","activated sludge","na",1,1,0,"no",125,250,"125","250",1.25,1.85,"over 1MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","< 1MGD",78980,"SCAPPOOSE, CITY OF","SCAPPOOSE STP","34345 EAST COLUMBIA AVENUE","SCAPPOOSE","97056","COLUMBIA","NWR",45.7526,-122.8559,4952,"SEWERAGE SYSTEMS","NPDES-DOM-Da","Sewage - less than 1 MGD","MINOR","DOM","Facility Contact","City Of Scappoose","Kevin","Turner","34485 E Columbia Ave","Scappoose","OR","97056-3430","503-543-7183","yes","","","","","","",NA,NA,NA,NA,"7,200","6,592","4,976","3,529","3,213",2102.49187526,NA,"no","remove?",3,"2","Willamette","Lower Willamette","Mutnomah Channel",2010,"OR0022420","activated sludge","extended aeration",0,0,0,"yes",315,630,"315","630",1.515,1.515,"over 1MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","< 1MGD",80535,"SHADY COVE, CITY OF","SHADY COVE STP","ROGUE RIVER DRIVE","SHADY COVE","97539","JACKSON","WR",42.6005,-122.8348,4952,"SEWERAGE SYSTEMS","NPDES-DOM-Da","Sewage - less than 1 MGD","MINOR","DOM","Facility Contact","City Of Shady Cove","Carl","Tappert","PO Box 3130","Central Point","OR","97502-0005","(541) 727-6881","yes","","","","","","",NA,NA,NA,NA,"17,895","17,169","12,493","7,512","6,357",2458.01866114,NA,"no","y",3,"2","Southern Oregon Coastal","Upper Rogue","Upper Rogue",2011,"OR0030660","activated sludge","na",0,0,0,"yes",170,350,"170","350",0.45,0.694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","< 1MGD",84405,"STANFIELD, CITY OF","STANFIELD STP","OLD HINKLE ROAD & SHERMAN","STANFIELD","97875","UMATILLA","ER",45.7809,-119.2232,4952,"SEWERAGE SYSTEMS","NPDES-DOM-Da","Sewage - less than 1 MGD","MINOR","DOM","Facility Contact","City of Stanfield","Scott A","Morris","PO Box 369","Stanfield","OR","97875-0369","(541) 449-3831","yes","43.75","","","","","",NA,NA,NA,NA,"2,185","2,043","1,979","1,568","1,568",994.75395402,NA,"no","y",2,"2","Umatilla","Umatilla","Umatilla River",2012,"OR0026972","trickling filter","na",1,0,1,"no",56,110,"84","170",0.224,0.224,"mass load based on prior permit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","< 1MGD",38625,"THREE RIVERS SCHOOL DISTRICT","HIDDEN VALLEY HIGH SCHOOL STP","651 MURPHY CREEK RD","MURPHY","97533","JOSEPHINE","WR",42.3286,-123.3355,4952,"SEWERAGE SYSTEMS","NPDES-DOM-Da","Sewage - less than 1 MGD","MINOR","DOM","Facility Contact","Three Rivers School Dist","Donald","Hiler","126 Ringuette St","Grants Pass","OR","97527-5824","541-476-6304","yes","25.07","180","1933","2004","2518.6","Primary, Secondary",NA,NA,NA,NA,"37,285","34,533","23,003","17,503","15,032",7480.4762794,NA,"?","maybe septic?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","< 1MGD",89103,"TOLEDO, CITY OF","TOLEDO STP","1105 SE FIR STREET (ADJACENT TO GP MILL)","TOLEDO","97391","LINCOLN","WR",44.6129,-123.9311,4952,"SEWERAGE SYSTEMS","NPDES-DOM-Da","Sewage - less than 1 MGD","MINOR","DOM","Facility Contact","City of Toledo","Ricardo (Ric)","Saavedra","PO Box 220","Toledo","OR","97391-0220","(541)336-2610","yes","81.06","21.5","1953","2001","244","Primary,Secondary,Advanced Treatment/ Tertiary",3490,4,5,NA,"3,490","3,465","3,472","3,174","3,151",1474.76379189,NA,"no","y",3,"2","Northern Oregon Coastal","Siletz/Yaquina","Yaquina River",2005,"OR0020869","activated sludge","na",0,0,0,"yes",270,550,"270","550",0.73,1.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
